Title,Features.Max Players,Features.Online?,Metadata.Genres,Metadata.Publishers,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Length.All PlayStyles.Average,Length.Completionists.Average,Length.Completionists.Leisure,Length.Completionists.Rushed,Length.Main + Extras.Average,Length.Main + Extras.Leisure,Length.Main + Extras.Rushed,Length.Main Story.Average,Length.Main Story.Leisure,Length.Main Story.Rushed
Need for Speed: ProStreet,2,TRUE,Racing / Driving,EA,72,1.1,16.95,X360,T,2007,13.1,16.28333333,18.03333333,14.53333333,15.5,19.75,12.25,10.38333333,11.18333333,9.083333333
Deal or No Deal,1,TRUE,Strategy,,20,1.1,11.95,Nintendo DS,E,2007,0.983333333,4.416666667,4.416666667,4.416666667,0,0,0,0.116666667,0.166666667,0.083333333
LEGO Star Wars: The Complete Saga,2,TRUE,Action,,80,1.09,17.95,X360,T,2007,24.88333333,39.81666667,49.81666667,32.38333333,25.5,52.11666667,15.96666667,14.66666667,27.16666667,11
Sonic and the Secret Rings,4,TRUE,Action,Sega,69,1.08,16.95,Nintendo Wii,E,2007,9.65,13.73333333,13.73333333,13.73333333,9.5,12.23333333,7.25,9.266666667,10.78333333,8.133333333
The Orange Box,1,TRUE,Action,,96,1.06,17.95,X360,E,2007,34.01666667,87.5,133.5,58,26.61666667,29.4,23.9,26.65,31.35,22.55
Crackdown,1,TRUE,"Action,Racing / Driving,Role-Playing (RPG)",Microsoft,83,1.02,14.95,X360,M,2007,16.66666667,43.66666667,58.41666667,30.91666667,18.6,26.25,12.75,11.03333333,15.25,8.25
Rock Band,4,TRUE,"Action,Simulation",,92,1.01,14.95,PlayStation 3,M,2007,19.36666667,42,42,42,35.51666667,95.46666667,18.46666667,7.583333333,9.833333333,6.333333333
Tiger Woods PGA Tour 08,4,TRUE,Sports,EA,72,1,17.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0
WWE Smackdown vs. Raw 2008,4,TRUE,Sports,THQ,71,0.96,12.95,X360,T,2007,25.31666667,45.03333333,56.38333333,26.23333333,30.9,35.68333333,26.11666667,9.65,12.4,7.4
Madden NFL 08,4,TRUE,Sports,EA,81,0.94,9.95,PlayStation 3,T,2007,106,10,10,10,291,291,291,17,17,17
Call of Duty 4: Modern Warfare,1,TRUE,Action,Activision,75,0.94,19.95,Nintendo DS,T,2007,8.016666667,16.65,31.13333333,11.31666667,9.7,29.66666667,6.516666667,6.75,13.43333333,4.433333333
MySims,1,TRUE,"Simulation,Strategy",EA,68,0.94,17.95,Nintendo Wii,T,2007,7.633333333,0,0,0,9,9,9,7.183333333,7.283333333,7.083333333
Mario Strikers Charged,4,TRUE,"Action,Sports",Nintendo,79,0.93,29.95,Nintendo Wii,E,2007,11.98333333,0,0,0,13.66666667,14.41666667,12.91666667,11.13333333,14.53333333,8.283333333
Star Wars Battlefront: Renegade Squadron,1,TRUE,Action,,73,0.93,16.95,Sony PSP,T,2007,4.083333333,0,0,0,4.116666667,5.05,3.183333333,4.066666667,7.183333333,2.933333333
Flash Focus: Vision Training in Minutes a Day,1,TRUE,Action,Nintendo,59,0.91,17.95,Nintendo DS,T,2007,6,0,0,0,0,0,0,6,6,6
Metroid Prime 3: Corruption,1,TRUE,Action,Nintendo,90,0.91,19.95,Nintendo Wii,T,2007,15.98333333,18.86666667,28.43333333,13.35,16.2,19.96666667,13.3,13.9,17.1,11.11666667
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,1,TRUE,Action,Ubisoft,86,0.89,14.95,X360,T,2007,8.666666667,0,0,0,0,0,0,8.666666667,9.35,7.883333333
Madden NFL 08,4,TRUE,Sports,EA,76,0.86,12.95,Nintendo Wii,M,2007,106,10,10,10,291,291,291,17,17,17
Ratchet & Clank Future: Tools of Destruction,1,TRUE,Action,Sony,89,0.86,22.95,PlayStation 3,E,2007,16.86666667,39.26666667,44.68333333,29.68333333,16.48333333,25.36666667,12.86666667,13.06666667,16.6,10.35
LEGO Star Wars: The Complete Saga,2,TRUE,Action,,80,0.85,17.95,PlayStation 3,M,2007,24.88333333,39.81666667,49.81666667,32.38333333,25.5,52.11666667,15.96666667,14.66666667,27.16666667,11
Rayman Raving Rabbids 2,4,TRUE,Action,Ubisoft,67,0.84,17.95,Nintendo Wii,T,2007,7.333333333,0,0,0,12,12,12,5,5,5
NBA 2K8 ,1,TRUE,Sports,2K,81,0.83,9.95,X360,M,2007,4,0,0,0,0,0,0,4,4,4
Namco Museum DS,1,TRUE,Action,Namco,67,0.8,17.95,Nintendo DS,E,2007,10,0,0,0,0,0,0,10,10,10
Need for Speed: ProStreet,2,TRUE,Racing / Driving,EA,73,0.75,16.95,PlayStation 3,T,2007,13.1,16.28333333,18.03333333,14.53333333,15.5,19.75,12.25,10.38333333,11.18333333,9.083333333
Blazing Angels: Squadrons of WWII,2,TRUE,Action,Ubisoft,57,0.75,16.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0
Drawn to Life,1,TRUE,Action,THQ,73,0.75,17.95,Nintendo DS,T,2007,13.71666667,12.8,12.8,12.8,14,14,14,14.36666667,14.36666667,14.36666667
EA Playground,4,TRUE,"Action,Racing / Driving,Sports",EA,66,0.72,17.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0
Major League Baseball 2K7,2,TRUE,Sports,2K,79,0.7,9.95,X360,E,2007,0,0,0,0,0,0,0,0,0,0
Resident Evil: The Umbrella Chronicles,2,TRUE,Action,"Capcom,Nintendo",75,0.69,19.95,Nintendo Wii,T,2007,11.7,22.36666667,30.58333333,16.53333333,14.88333333,22.56666667,10.28333333,7.55,10.73333333,5.666666667
NCAA Football 08,2,TRUE,Sports,EA,81,0.68,9.95,X360,E,2007,12,0,0,0,0,0,0,12,12,12
Spectrobes,1,TRUE,"Action,Strategy",,63,0.68,14.95,Nintendo DS,E,2007,22.01666667,26.03333333,28.01666667,24.05,14,14,14,0,0,0
The Sims 2: Castaway,1,TRUE,Simulation,EA,66,0.66,16.95,Nintendo DS,M,2007,8,0,0,0,8,8,8,0,0,0
WWE Smackdown vs. Raw 2008,6,TRUE,Sports,THQ,74,0.64,14.95,PlayStation 3,E,2007,25.31666667,45.03333333,56.38333333,26.23333333,30.9,35.68333333,26.11666667,9.65,12.4,7.4
Madden NFL 08,1,TRUE,Sports,EA,75,0.64,9.95,Sony PSP,E,2007,106,10,10,10,291,291,291,17,17,17
NBA Live 08,4,TRUE,Sports,EA,73,0.6,9.95,PlayStation 3,M,2007,0,0,0,0,0,0,0,0,0,0
The Simpsons Game,1,TRUE,Action,EA,69,0.6,17.95,Nintendo DS,M,2007,1.033333333,1.483333333,2.516666667,0.9,0,0,0,0.933333333,1.45,0.65
Ace Combat 6: Fires of Liberation,1,TRUE,"Action,Simulation",Namco,80,0.58,19.95,X360,E,2007,13.45,0,0,0,19.7,20.35,19.06666667,12.41666667,14.41666667,8.733333333
Heavenly Sword,1,TRUE,Action,Sony,79,0.57,24.95,PlayStation 3,E,2007,7.133333333,15,15,15,7.583333333,8.333333333,7.066666667,6.966666667,8.483333333,5.983333333
Ninja Gaiden Sigma,1,TRUE,Action,,88,0.57,19.95,PlayStation 3,E,2007,14.93333333,16,16,16,15.78333333,19.43333333,12.2,14.58333333,19.68333333,11.15
Ben 10: Protector of the Earth,1,TRUE,Action,,63,0.57,16.95,Nintendo Wii,T,2007,5.083333333,5.466666667,6.483333333,4.45,5.066666667,6.316666667,3.816666667,4.816666667,5.983333333,3.483333333
The Simpsons Game,2,TRUE,Action,EA,71,0.55,17.95,X360,T,2007,1.033333333,1.483333333,2.516666667,0.9,0,0,0,0.933333333,1.45,0.65
CrossworDS,1,TRUE,"Educational,Strategy",,67,0.53,17.95,Nintendo DS,T,2007,17.2,0,0,0,17.2,17.2,17.2,0,0,0
Sonic Rush Adventure,1,TRUE,"Action,Sports",Sega,78,0.52,24.95,Nintendo DS,T,2007,9.2,11.75,13.18333333,10.68333333,8,8,8,6.233333333,7.05,5.416666667
Tiger Woods PGA Tour 08,4,TRUE,Sports,EA,80,0.51,14.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0
Tony Hawk's Proving Ground,2,TRUE,Sports,Activision,72,0.51,16.95,X360,T,2007,8.133333333,0,0,0,0,0,0,8.133333333,8.133333333,8.133333333
Call of Duty: Roads to Victory,1,TRUE,Action,Activision,64,0.51,24.95,Sony PSP,E,2007,5.75,7.25,7.366666667,7.133333333,6.25,6.25,6.25,5.316666667,6.55,4.133333333
Transformers: The Game,1,TRUE,Action,Activision,52,0.51,14.95,X360,M,2007,7.233333333,18.28333333,18.28333333,18.28333333,17.35,17.35,17.35,5.316666667,6.066666667,3.916666667
NBA 2K8,7,TRUE,Sports,2K,81,0.5,9.95,PlayStation 3,M,2007,4,0,0,0,0,0,0,4,4,4
Medal of Honor: Heroes 2,1,TRUE,Action,EA,69,0.5,17.95,Sony PSP,E,2007,4.966666667,0,0,0,5,5,5,4.95,5.483333333,4.366666667
Spider-Man 3,1,TRUE,Action,Activision,63,0.5,11.95,X360,E,2007,10.83333333,10.81666667,10.81666667,10.81666667,12.55,16.96666667,10.96666667,9.633333333,12.48333333,7.416666667
Tom Clancy's Rainbow Six: Vegas,2,TRUE,Action,Ubisoft,86,0.49,16.95,PlayStation 3,E,2007,9.9,12,12,12,12.95,21.4,9.4,8.75,17.43333333,6.366666667
Need for Speed: ProStreet,2,TRUE,Racing / Driving,EA,61,0.49,16.95,Nintendo Wii,M,2007,13.1,16.28333333,18.03333333,14.53333333,15.5,19.75,12.25,10.38333333,11.18333333,9.083333333
NBA LIVE 08 ,1,TRUE,Sports,EA,73,0.49,9.95,X360,T,2007,0,0,0,0,0,0,0,0,0,0
Dance Dance Revolution Universe 2,4,TRUE,Action,Konami,65,0.48,19.95,X360,T,2007,8,0,0,0,0,0,0,8,8,8
MX vs. ATV Untamed,2,TRUE,Racing / Driving,THQ,70,0.48,17.95,X360,T,2007,12,0,0,0,0,0,0,12,12,12
Final Fantasy IV,1,TRUE,Role-Playing (RPG),SquareEnix,85,0.48,17.95,Nintendo DS,T,2007,38.33333333,55.65,68.25,42.7,40.03333333,62.73333333,29.96666667,31.55,50.06666667,22.06666667
NBA Street Homecourt,4,TRUE,Sports,EA,80,0.47,7.95,X360,T,2007,18.31666667,7.716666667,7.716666667,7.716666667,23.61666667,31.8,15.41666667,0,0,0
The Simpsons Game,2,TRUE,Action,EA,64,0.47,17.95,Nintendo Wii,T,2007,1.033333333,1.483333333,2.516666667,0.9,0,0,0,0.933333333,1.45,0.65
Winter Sports: The Ultimate Challenge,1,TRUE,"Racing / Driving,Sports",,52,0.47,16.95,Nintendo Wii,E,2007,0,0,0,0,0,0,0,0,0,0
WWE Smackdown vs. Raw 2008,4,TRUE,Sports,THQ,68,0.46,16.95,Sony PSP,E,2007,25.31666667,45.03333333,56.38333333,26.23333333,30.9,35.68333333,26.11666667,9.65,12.4,7.4
Tiger Woods PGA Tour 07,4,TRUE,Sports,EA,71,0.46,17.95,Nintendo Wii,T,2007,10,0,0,0,0,0,0,10,10,10
Crash of the Titans,1,TRUE,Action,,73,0.46,17.95,Nintendo DS,T,2007,7.75,9.216666667,9.733333333,8.7,10.1,10.1,10.1,7.433333333,8.733333333,5.5
Sonic Rivals 2,1,TRUE,Action,Sega,60,0.46,22.95,Sony PSP,M,2007,22,22,22,22,0,0,0,0,0,0
Boogie,2,TRUE,Action,EA,57,0.45,17.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0
Medal of Honor: Airborne,2,TRUE,Action,EA,73,0.45,17.95,X360,E,2007,6.383333333,11,11.43333333,10.55,7.666666667,9.466666667,6.45,5.8,7.616666667,4.083333333
The Sims 2: Castaway,1,TRUE,Simulation,EA,73,0.45,17.95,Nintendo Wii,T,2007,8,0,0,0,8,8,8,0,0,0
Spider-Man 3,1,TRUE,Action,Activision,53,0.45,14.95,Nintendo Wii,T,2007,10.83333333,10.81666667,10.81666667,10.81666667,12.55,16.96666667,10.96666667,9.633333333,12.48333333,7.416666667
Lost Odyssey,1,TRUE,Role-Playing (RPG),Microsoft,78,0.45,19.95,X360,T,2007,69.95,108.6666667,141.1333333,89.38333333,70.53333333,90.13333333,56.46666667,50.11666667,62.51666667,40.26666667
Bee Movie Game,1,TRUE,Adventure,Activision,58,0.44,17.95,Nintendo DS,E,2007,5.766666667,6,6,6,5.266666667,5.266666667,5.266666667,5.916666667,6.366666667,5.45
Spider-Man 3,1,TRUE,Action,Activision,79,0.44,16.95,Nintendo DS,M,2007,10.83333333,10.81666667,10.81666667,10.81666667,12.55,16.96666667,10.96666667,9.633333333,12.48333333,7.416666667
Final Fantasy Tactics,1,TRUE,"Role-Playing (RPG),Strategy",SquareEnix,88,0.44,17.95,Sony PSP,M,2007,58.16666667,87.48333333,112.8666667,67.86666667,65.06666667,105.3166667,43.33333333,38.48333333,64.11666667,25.81666667
Endless Ocean,1,TRUE,Simulation,Nintendo,72,0.44,24.95,Nintendo Wii,E,2007,10.96666667,0,0,0,10.96666667,11.73333333,10.2,0,0,0
SingStar,6,TRUE,Simulation,Sony,82,0.43,14.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0
Ratatouille,1,TRUE,Action,THQ,62,0.43,19.95,Nintendo Wii,T,2007,13.2,15,15,15,26.75,26.75,26.75,7.5,9.366666667,5.616666667
The Sims 2: Pets,1,TRUE,Simulation,EA,65,0.43,22.95,Nintendo Wii,T,2007,27.7,0,0,0,27.7,31.55,23.85,0,0,0
Two Worlds,1,TRUE,"Action,Role-Playing (RPG)",,50,0.43,14.95,X360,M,2007,32.7,68.5,79.61666667,52.11666667,29.31666667,50.25,19.31666667,19.2,27.23333333,13.73333333
Crash of the Titans,2,TRUE,Action,,69,0.42,17.95,Nintendo Wii,E,2007,7.75,9.216666667,9.733333333,8.7,10.1,10.1,10.1,7.433333333,8.733333333,5.5
Sonic the Hedgehog,2,TRUE,Action,Sega,46,0.41,14.95,X360,T,2007,3.533333333,8.866666667,10.3,7.433333333,4.133333333,6.033333333,3.2,2.816666667,3.416666667,2.166666667
Mega Man Star Force: Dragon,1,TRUE,"Action,Role-Playing (RPG)",Capcom,60,0.41,27.95,Nintendo DS,T,2007,20.81666667,31.95,33.41666667,30.46666667,24.11666667,26.18333333,22.26666667,16.95,18.83333333,15.55
Sonic the Hedgehog,2,TRUE,Action,Sega,43,0.4,16.95,PlayStation 3,M,2007,3.533333333,8.866666667,10.3,7.433333333,4.133333333,6.033333333,3.2,2.816666667,3.416666667,2.166666667
Harry Potter and the Order of the Phoenix,1,TRUE,Action,EA,69,0.4,24.95,Nintendo Wii,T,2007,12.38333333,15.2,17.05,14.05,10,10,10,10.53333333,14.13333333,7.8
Nicktoons: Attack of the Toybots,1,TRUE,Action,THQ,60,0.4,14.95,Nintendo Wii,T,2007,0,0,0,0,0,0,0,0,0,0
WWE Smackdown vs. Raw 2008,4,TRUE,Sports,THQ,59,0.39,12.95,Nintendo Wii,M,2007,25.31666667,45.03333333,56.38333333,26.23333333,30.9,35.68333333,26.11666667,9.65,12.4,7.4
The Simpsons Game,2,TRUE,Action,EA,71,0.39,17.95,PlayStation 3,E,2007,1.033333333,1.483333333,2.516666667,0.9,0,0,0,0.933333333,1.45,0.65
DiRT,1,TRUE,"Racing / Driving,Simulation,Sports",,83,0.39,17.95,X360,E,2007,16.03333333,39,47.25,30.75,15.08333333,20.26666667,11.63333333,12.9,17.45,9.95
Kane & Lynch: Dead Men,2,TRUE,Action,Eidos,65,0.38,14.95,X360,E,2007,5.933333333,9.55,11.63333333,7.75,6.633333333,10.73333333,4.783333333,5.6,11.73333333,4.4
Jam Sessions,1,TRUE,"Educational,Simulation",Ubisoft,72,0.38,8.95,Nintendo DS,T,2007,0.25,0,0,0,0,0,0,0.25,0.25,0.25
Monster Hunter Freedom 2,1,TRUE,"Action,Strategy",Capcom,72,0.38,12.95,Sony PSP,T,2007,136.0166667,453.1333333,453.1333333,453.1333333,63,68.25,57.75,38,38,38
Shadowrun,1,TRUE,Action,Microsoft,66,0.38,12.95,X360,E,2007,28.85,42.53333333,55.25,34.5,29.2,45.25,22.63333333,21.45,28.35,15.26666667
Thrillville: Off the Rails,4,TRUE,"Simulation,Strategy",,70,0.37,16.95,Nintendo Wii,E,2007,12.15,10.75,11.3,10.18333333,32,32,32,7.883333333,9.083333333,6.383333333
Tony Hawk's Proving Ground,2,TRUE,Sports,Activision,73,0.37,12.95,PlayStation 3,E,2007,8.133333333,0,0,0,0,0,0,8.133333333,8.133333333,8.133333333
My Word Coach,1,TRUE,Educational,Ubisoft,71,0.37,15.95,Nintendo DS,T,2007,0,0,0,0,0,0,0,0,0,0
The World Ends With You,1,TRUE,"Action,Adventure,Role-Playing (RPG)",SquareEnix,88,0.37,17.95,Nintendo DS,M,2007,48.66666667,142.3666667,242.8333333,90.95,54.8,119.4833333,34.93333333,25.36666667,45.33333333,19.03333333
The BIGS,4,TRUE,"Action,Simulation,Sports",2K,66,0.36,17.95,Nintendo Wii,M,2007,16.81666667,46.68333333,46.68333333,46.68333333,0,0,0,6.866666667,11.7,2.033333333
NCAA Football 08,2,TRUE,Sports,EA,77,0.36,9.95,PlayStation 3,T,2007,12,0,0,0,0,0,0,12,12,12
Final Fantasy Tactics A2: Grimoire of the Rift,1,TRUE,"Role-Playing (RPG),Strategy",SquareEnix,80,0.36,17.95,Nintendo DS,E,2007,79.46666667,117.1666667,148.1833333,81.85,81.4,102.95,55.33333333,46.36666667,52.08333333,33.68333333
Beowulf: The Game,1,TRUE,Action,Ubisoft,51,0.36,12.95,X360,E,2007,10.85,0,0,0,8.083333333,8.083333333,8.083333333,11.53333333,15,8.6
The Darkness,1,TRUE,Action,2K,82,0.36,14.95,X360,M,2007,10.9,17.73333333,21.28333333,14.43333333,11.7,15.38333333,9.2,9.433333333,11.18333333,7.466666667
Tom Clancy's Ghost Recon: Advanced Warfighter 2...,4,TRUE,Action,Ubisoft,84,0.35,17.95,PlayStation 3,T,2007,8.666666667,0,0,0,0,0,0,8.666666667,9.35,7.883333333
Final Fantasy,1,TRUE,Role-Playing (RPG),SquareEnix,67,0.35,17.95,Sony PSP,T,2007,22.4,34.81666667,46.95,25.45,25.01666667,42.5,17.25,17.71666667,35.55,11.96666667
Lair,1,TRUE,Action,Sony,53,0.35,19.95,PlayStation 3,E,2007,9.283333333,0,0,0,11,11.5,10.5,8.866666667,10.95,7.2
Transformers: The Game,1,TRUE,Action,Activision,53,0.35,17.95,Nintendo Wii,T,2007,7.233333333,18.28333333,18.28333333,18.28333333,17.35,17.35,17.35,5.316666667,6.066666667,3.916666667
Command & Conquer 3: Tiberium Wars,1,TRUE,Strategy,EA,82,0.35,24.95,X360,T,2007,26.3,38.25,41.43333333,35.43333333,27.48333333,34.36666667,21.15,23.83333333,29.4,17.46666667
Overlord,1,TRUE,"Action,Strategy",,76,0.35,17.95,X360,M,2007,22.1,29.28333333,34.91666667,21.76666667,22.76666667,30.4,17.23333333,18.1,24.1,12.86666667
Diner Dash,1,TRUE,Action,,64,0.34,17.95,Nintendo DS,T,2007,5.133333333,6,6,6,5.416666667,5.716666667,5.1,4.3,4.65,3.95
Medal of Honor: Heroes 2,1,TRUE,Action,EA,73,0.34,19.95,Nintendo Wii,E,2007,4.966666667,0,0,0,5,5,5,4.95,5.483333333,4.366666667
MX vs. ATV Untamed,2,TRUE,Racing / Driving,THQ,67,0.33,17.95,PlayStation 3,T,2007,12,0,0,0,0,0,0,12,12,12
Time Crisis 4,2,TRUE,Action,Namco,60,0.33,24.95,PlayStation 3,M,2007,1.216666667,0,0,0,0,0,0,1.216666667,1.55,0.783333333
Dragon Ball Z: Budokai Tenkaichi 3,2,TRUE,Action,Atari,72,0.33,17.95,Nintendo Wii,E,2007,21.76666667,31.61666667,37.9,27.06666667,26.85,76.2,16.2,13.45,16.73333333,9.35
Final Fantasy XII: Revenant Wings,1,TRUE,"Role-Playing (RPG),Strategy",SquareEnix,81,0.33,19.95,Nintendo DS,T,2007,38.55,54.41666667,76.53333333,39.18333333,34.4,51.21666667,27.11666667,29.36666667,34.86666667,24.86666667
SOCOM: U.S. Navy SEALs - Tactical Strike,1,TRUE,"Action,Strategy",Sony,72,0.33,14.95,Sony PSP,M,2007,0,0,0,0,0,0,0,0,0,0
Unreal Tournament III,1,TRUE,Action,Midway,86,0.33,16.95,PlayStation 3,M,2007,14.06666667,22.51666667,23.58333333,20.96666667,18.7,26.25,13.75,11,19.36666667,7.616666667
Bee Movie Game,2,TRUE,Action,Activision,62,0.32,14.95,Nintendo Wii,E,2007,5.766666667,6,6,6,5.266666667,5.266666667,5.266666667,5.916666667,6.366666667,5.45
Def Jam: Icon,2,TRUE,Action,EA,69,0.32,17.95,X360,M,2007,8,0,0,0,0,0,0,8,8.25,7.75
Transformers: The Game,1,TRUE,Action,Activision,54,0.32,17.95,PlayStation 3,E,2007,7.233333333,18.28333333,18.28333333,18.28333333,17.35,17.35,17.35,5.316666667,6.066666667,3.916666667
TimeShift,1,TRUE,Action,,70,0.32,12.95,X360,M,2007,8.5,9.066666667,9.516666667,8.516666667,10.2,12.55,8.716666667,8.216666667,10.65,6.15
SSX Blur,4,TRUE,Sports,EA,74,0.31,17.95,Nintendo Wii,E,2007,10,0,0,0,0,0,0,10,10,10
Bleach: The Blade of Fate,1,TRUE,Action,Sega,83,0.31,17.95,Nintendo DS,E,2007,18.61666667,35.5,48.25,22.75,20,26,14,5.55,6.633333333,4.466666667
EA Playground,1,TRUE,"Racing / Driving,Sports",EA,60,0.31,11.95,Nintendo DS,E,2007,0,0,0,0,0,0,0,0,0,0
Final Fantasy II,1,TRUE,Role-Playing (RPG),SquareEnix,63,0.31,17.95,Sony PSP,E,2007,29.93333333,45.45,72.38333333,31.65,33.08333333,45.86666667,25.11666667,25.26666667,41.78333333,19.16666667
The Eye of Judgment,2,TRUE,Strategy,Sony,75,0.3,12.95,PlayStation 3,E,2007,0,0,0,0,0,0,0,0,0,0
MLB 07: The Show,2,TRUE,Sports,Sony,77,0.3,9.95,PlayStation 3,T,2007,0,0,0,0,0,0,0,0,0,0
Virtua Fighter 5,2,TRUE,Action,Sega,85,0.3,14.95,PlayStation 3,M,2007,3.333333333,1.25,1.366666667,1.116666667,8.333333333,8.583333333,8.083333333,1.166666667,1.583333333,0.75
NiGHTS: Journey of Dreams,2,TRUE,Action,Sega,69,0.3,14.95,Nintendo Wii,M,2007,6.683333333,0,0,0,7.25,7.25,7.25,6.5,6.883333333,6.116666667
Puzzle Quest: Challenge of the Warlords,1,TRUE,"Role-Playing (RPG),Strategy",,82,0.3,17.95,Nintendo DS,E,2007,41.16666667,54.56666667,62.63333333,47.63333333,40.95,59.85,27.85,37.01666667,47.5,29
NBA Live 08,1,TRUE,Sports,EA,73,0.3,14.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0
Kane & Lynch: Dead Men,2,TRUE,Action,Eidos,64,0.29,19.95,PlayStation 3,E,2007,5.933333333,9.55,11.63333333,7.75,6.633333333,10.73333333,4.783333333,5.6,11.73333333,4.4
Crash of the Titans,2,TRUE,Action,,65,0.29,17.95,X360,E,2007,7.75,9.216666667,9.733333333,8.7,10.1,10.1,10.1,7.433333333,8.733333333,5.5
Harry Potter and the Order of the Phoenix,1,TRUE,Action,EA,51,0.29,17.95,Nintendo DS,E,2007,12.38333333,15.2,17.05,14.05,10,10,10,10.53333333,14.13333333,7.8
SimCity DS,1,TRUE,Simulation,EA,69,0.29,14.95,Nintendo DS,T,2007,3,0,0,0,0,0,0,3,3,3
Wario: Master of Disguise,1,TRUE,Action,Nintendo,60,0.29,14.95,Nintendo DS,E,2007,10.28333333,0,0,0,15,15,15,8.716666667,9.416666667,8.016666667
No More Heroes,1,TRUE,"Action,Racing / Driving",Ubisoft,83,0.29,17.95,Nintendo Wii,M,2007,14.63333333,26.88333333,41.83333333,19.83333333,14.4,19.35,11.83333333,10.53333333,12.81666667,7.633333333
BlackSite: Area 51,1,TRUE,Action,Midway,62,0.29,17.95,X360,E,2007,5.816666667,6.8,7.4,6.216666667,5.866666667,6.216666667,5.466666667,5.733333333,7.816666667,4.583333333
Shrek the Third,2,TRUE,Action,Activision,56,0.28,14.95,X360,E,2007,5.116666667,5.5,5.5,5.5,7,7,7,4,4,4
Shrek the Third,1,TRUE,Adventure,Activision,70,0.28,16.95,Nintendo DS,T,2007,5.116666667,5.5,5.5,5.5,7,7,7,4,4,4
Surf's Up,1,TRUE,"Racing / Driving,Sports",Ubisoft,56,0.28,14.95,Nintendo DS,T,2007,1.283333333,0,0,0,0,0,0,1.283333333,1.616666667,0.966666667
MLB 07: The Show,1,TRUE,Sports,Sony,82,0.28,9.95,Sony PSP,E,2007,0,0,0,0,0,0,0,0,0,0
TMNT,1,TRUE,Action,Ubisoft,58,0.28,19.95,X360,E,2007,4.916666667,5.183333333,6.166666667,4.4,5.5,6.8,4.05,4.65,5.466666667,3.35
Spider-Man: Friend or Foe,2,TRUE,Action,Activision,60,0.27,17.95,X360,E,2007,11.11666667,17.15,20.88333333,12.96666667,6.9,8.416666667,5.4,8.35,10.58333333,6.833333333
Contra 4,1,TRUE,Action,Konami,83,0.27,17.95,Nintendo DS,T,2007,7.366666667,17.5,17.75,17.25,0,0,0,5.333333333,17.16666667,2.366666667
Phoenix Wright: Ace Attorney - Trials and Tribu...,1,TRUE,"Adventure,Simulation",Capcom,81,0.27,17.95,Nintendo DS,T,2007,22.08333333,23.78333333,35.68333333,16.68333333,24.66666667,24.85,24.46666667,20.41666667,26.66666667,15.5
Disney Pirates of the Caribbean: At World's End,1,TRUE,Action,Disney,66,0.27,14.95,Nintendo DS,T,2007,10.31666667,31.9,31.9,31.9,11.71666667,12.5,10.53333333,5.8,6.433333333,5.433333333
Dragon Ball Z: Shin Budokai - Another Road,1,TRUE,Action,"Atari,Namco",65,0.27,16.95,Sony PSP,E,2007,8.616666667,9,9,9,0,0,0,8.533333333,9.133333333,8.133333333
Spider-Man 3,1,TRUE,Action,Activision,60,0.27,17.95,PlayStation 3,E,2007,10.83333333,10.81666667,10.81666667,10.81666667,12.55,16.96666667,10.96666667,9.633333333,12.48333333,7.416666667
The Golden Compass,1,TRUE,Action,Sega,41,0.27,9.95,X360,M,2007,8.566666667,0,0,0,16.5,16.5,16.5,6.583333333,7.1,5.883333333
Stuntman: Ignition,4,TRUE,"Action,Racing / Driving",THQ,75,0.26,14.95,X360,T,2007,8.2,13.1,14.51666667,11.68333333,6.333333333,6.416666667,6.25,6.016666667,7.816666667,5
Chicken Shoot,2,TRUE,Action,,27,0.26,12.95,Nintendo Wii,E,2007,0.616666667,0.5,0.5,0.5,0,0,0,0.75,0.75,0.75
Shrek the Third,2,TRUE,Action,Activision,57,0.26,16.95,Nintendo Wii,E,2007,5.116666667,5.5,5.5,5.5,7,7,7,4,4,4
DK: Jungle Climber,1,TRUE,"Action,Strategy",Nintendo,77,0.26,24.95,Nintendo DS,T,2007,6.433333333,0,0,0,9,9,9,5.15,5.566666667,4.716666667
Dragon Quest IV: Chapters of the Chosen,1,TRUE,Role-Playing (RPG),SquareEnix,80,0.26,24.95,Nintendo DS,T,2007,31.56666667,42.03333333,54.23333333,35.51666667,33.46666667,54.76666667,24.06666667,27.56666667,38.31666667,22.5
300: March to Glory,1,TRUE,Action,Eidos,55,0.26,14.95,Sony PSP,E,2007,7.4,0,0,0,0,0,0,7.4,7.4,7.4
Fire Emblem: Radiant Dawn,1,TRUE,"Role-Playing (RPG),Strategy",Nintendo,78,0.26,34.95,Nintendo Wii,T,2007,50.18333333,55.51666667,62.61666667,49.61666667,63.76666667,105.65,47.15,43,55.75,27.58333333
